STATE.x,ST_CASE,VEH_NO,PER_NO,PBPTYPE,PBAGE,PBSEX,PBCWALK,PBSWALK,PBSZONE,PEDCTYPE,BIKECTYPE,PEDLOC,BIKELOC,PEDPOS,BIKEPOS,PEDDIR,BIKEDIR,MOTDIR,MOTMAN,PEDLEG,PEDSNR,PEDCGP,BIKECGP,STATE.y,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,RUR_URB,FUNC_SYS,RD_OWNER,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR
1,10010,0,1,5,20,1,0,0,0,910,0,3,7,3,7,8,7,8,8,8,8,910,0,1,1,1,0,1,1,1,1,73,0,14,1,2017,7,4,0,1,2,1,1,1,I-59,NA,1450,33.66844167,-86.553425,0,8,0,0,1,1,0,1,2,1,0,1,0,0,99,99,4,39,88,88,0,0,0,1,0
1,10040,0,1,5,28,1,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,1,1,1,0,1,1,2,2,113,0,20,1,2017,6,20,42,1,2,3,1,2,US-SR8,NA,2098,32.46786389,-85.10677778,0,8,0,0,1,1,0,1,2,10,0,10,0,0,99,99,20,55,88,88,0,0,0,1,0
1,10046,0,1,5,14,1,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0,1,1,1,0,1,1,2,2,71,1633,24,1,2017,3,14,35,0,2,5,1,3,SR-71,NA,290,34.84603611,-85.62599167,0,8,0,0,1,1,0,1,1,1,0,1,0,0,99,99,15,1,88,88,0,0,0,1,0
1,10053,0,1,5,29,1,0,0,0,610,0,3,7,3,7,8,7,8,8,8,8,600,0,1,1,1,0,1,1,2,2,89,1730,17,1,2017,3,17,42,0,2,4,4,6,HOMER NANCE RD,NA,0,34.81576944,-86.49146389,0,8,0,0,1,1,0,1,2,10,0,10,0,0,17,43,17,55,88,88,0,0,0,1,0
1,10065,0,1,8,37,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,1,1,1,0,1,1,1,1,97,2100,3,2,2017,6,18,46,0,2,4,4,6,AZALEA RD,NA,0,30.67341667,-88.14851944,0,15,0,0,8,1,0,1,3,1,0,1,0,0,99,99,18,53,88,88,0,0,0,1,1
1,10066,0,1,5,60,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,1,1,1,0,1,1,1,1,47,2760,5,2,2017,1,20,35,1,2,3,1,3,SR-14,NA,0,32.43126944,-87.01536944,0,8,0,0,1,1,0,1,3,2,0,2,0,0,99,99,20,45,88,88,0,0,0,1,0
1,10078,0,1,5,54,2,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0,1,1,1,0,1,1,1,1,9,0,12,2,2017,1,18,10,1,1,3,1,2,US-SR 53,NA,2787,34.20741111,-86.49266389,0,8,0,0,1,1,0,1,2,10,0,10,0,0,99,99,18,25,99,99,0,0,0,1,0
1,10079,0,1,5,64,1,0,0,0,230,0,3,7,6,7,8,7,8,8,8,8,100,0,1,3,1,2,3,3,1,1,103,0,14,2,2017,3,5,45,0,1,5,2,4,CR-DANVILLE RD,NA,0,34.47671111,-87.03626667,0,8,0,0,1,1,0,4,2,1,0,1,0,0,99,99,5,50,99,99,19,14,0,2,0
1,10079,0,2,5,31,1,0,0,0,230,0,3,7,6,7,8,7,8,8,8,8,100,0,1,3,1,2,3,3,1,1,103,0,14,2,2017,3,5,45,0,1,5,2,4,CR-DANVILLE RD,NA,0,34.47671111,-87.03626667,0,8,0,0,1,1,0,4,2,1,0,1,0,0,99,99,5,50,99,99,19,14,0,2,0
1,10079,0,3,5,59,2,0,0,0,230,0,3,7,6,7,8,7,8,8,8,8,100,0,1,3,1,2,3,3,1,1,103,0,14,2,2017,3,5,45,0,1,5,2,4,CR-DANVILLE RD,NA,0,34.47671111,-87.03626667,0,8,0,0,1,1,0,4,2,1,0,1,0,0,99,99,5,50,99,99,19,14,0,2,0
1,10087,0,1,5,28,1,0,0,0,459,0,3,7,3,7,8,7,8,8,8,8,400,0,1,1,1,0,1,1,1,1,73,330,4,3,2017,7,1,16,1,2,1,1,1,I-59,NA,1120,33.412625,-86.96748611,0,8,0,0,1,1,0,1,3,1,0,1,0,0,99,99,1,25,88,88,0,0,0,1,0
1,10089,0,1,5,24,2,0,0,0,230,0,3,7,3,7,8,7,8,8,8,8,100,0,1,1,1,0,1,1,1,1,9,0,5,3,2017,1,20,3,1,1,1,1,1,I-65,NA,2898,33.91855556,-86.86622222,0,8,0,0,1,1,0,1,2,1,0,1,0,0,99,99,20,30,88,88,19,0,0,1,0
1,10097,0,1,5,55,2,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0,1,2,2,0,1,1,5,5,73,350,30,3,2017,5,0,11,1,2,1,1,1,I-65,NA,2592,33.50738056,-86.81815,0,8,0,0,1,1,0,1,3,10,0,10,0,0,0,21,0,28,88,88,0,0,0,1,0
1,10100,0,1,5,15,2,0,0,0,760,0,2,7,3,7,2,7,3,3,2,4b,750,0,1,1,1,0,1,1,2,2,15,100,14,2,2017,3,19,8,0,2,4,4,6,NOBLE ST,31ST ST,0,33.68580278,-85.82990278,0,8,0,0,3,2,0,1,3,10,0,10,0,0,99,99,19,12,88,88,0,0,0,1,0
1,10116,0,1,5,41,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,1,1,1,0,1,1,1,1,89,1730,15,3,2017,4,19,21,0,2,3,4,6,UNIVERSITY DR,NA,0,34.73500278,-86.63375556,0,8,0,0,1,1,0,1,3,1,0,1,0,0,19,21,19,24,88,88,0,0,0,1,0
1,10118,0,1,5,55,1,0,0,0,150,0,4,7,8,7,8,7,8,8,8,8,100,0,1,1,1,0,1,1,1,1,1,0,16,3,2017,5,14,25,0,1,5,2,4,CR-85,CR-104,0,32.56470556,-86.43396389,0,18,0,0,3,3,1,5,1,1,0,1,0,0,99,99,14,26,99,99,0,0,0,1,0
1,10131,0,1,5,8,2,0,0,0,741,0,1,7,2,7,2,7,3,3,1,1b,740,0,1,1,1,0,1,1,1,1,49,0,21,3,2017,3,15,29,0,1,4,1,3,SR-117,CR-644,21,34.55061389,-85.52981944,0,8,0,0,2,3,0,1,1,1,0,1,0,0,15,37,16,8,88,88,0,0,0,1,1
1,10134,0,1,5,24,1,0,0,0,230,0,3,7,3,7,8,7,8,8,8,8,100,0,1,2,2,0,2,2,1,1,55,2719,23,3,2017,5,21,18,1,2,3,1,2,US-SR 1,NA,2790,34.18450278,-86.14498889,0,12,99,0,1,1,0,1,2,1,0,1,0,0,99,99,21,25,88,88,19,0,0,2,0
1,10134,0,2,5,41,2,0,0,0,230,0,3,7,3,7,8,7,8,8,8,8,100,0,1,2,2,0,2,2,1,1,55,2719,23,3,2017,5,21,18,1,2,3,1,2,US-SR 1,NA,2790,34.18450278,-86.14498889,0,12,99,0,1,1,0,1,2,1,0,1,0,0,99,99,21,25,88,88,19,0,0,2,0
1,10135,0,1,5,70,2,1,1,0,690,0,1,7,1,7,9,7,3,3,2,4c,990,0,1,1,1,0,1,1,1,1,91,1880,23,3,2017,5,10,35,1,1,3,4,6,MAIN ST,CENTER AVE,0,32.30207222,-87.79789722,0,8,0,0,2,2,0,1,1,1,0,1,0,0,99,99,99,99,99,99,0,0,0,1,0
1,10138,0,1,5,33,2,0,0,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0,1,1,1,0,1,1,1,1,31,0,25,3,2017,7,3,19,0,1,4,1,3,SR-167,NA,336,31.4156,-85.88500833,0,8,0,0,1,1,0,1,2,1,0,1,0,0,99,99,3,45,88,88,0,0,0,1,0
1,10142,0,1,5,16,2,0,0,0,230,0,1,7,1,7,9,7,3,3,1,2c,100,0,1,2,2,0,1,1,2,2,73,0,26,3,2017,1,4,44,1,2,3,1,3,SR-75,POLLY REED RD,350,33.63475833,-86.68413611,0,8,0,0,3,3,0,1,3,10,0,10,0,0,4,51,5,7,5,46,19,0,0,1,0
1,10143,0,1,5,35,2,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,1,1,1,0,1,1,1,1,73,350,27,3,2017,2,0,8,0,2,4,4,6,6TH AVE S,NA,0,33.49348889,-86.82908889,0,8,0,0,1,1,0,1,3,10,0,10,0,0,99,99,0,10,88,88,0,0,0,1,1
1,10147,0,1,5,50,1,0,0,0,410,0,3,7,4,7,8,7,8,8,8,8,400,0,1,1,1,0,2,2,1,1,19,0,29,3,2017,4,9,37,0,1,5,2,4,CR-22,NA,0,34.14135833,-85.58754444,0,8,0,0,1,1,0,2,1,1,0,1,0,0,99,99,9,49,88,88,0,0,0,2,0
1,10147,0,2,5,27,2,0,0,0,410,0,3,7,4,7,8,7,8,8,8,8,400,0,1,1,1,0,2,2,1,1,19,0,29,3,2017,4,9,37,0,1,5,2,4,CR-22,NA,0,34.14135833,-85.58754444,0,8,0,0,1,1,0,2,1,1,0,1,0,0,99,99,9,49,88,88,0,0,0,2,0
1,10152,0,1,5,54,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,1,1,1,0,1,1,2,2,117,0,1,4,2017,7,19,40,0,1,4,2,4,CR-47,NA,0,33.13716389,-86.58704722,0,8,0,0,1,1,0,1,2,1,0,1,0,0,99,99,19,43,88,88,0,0,0,1,0
1,10157,0,1,5,74,1,0,0,0,741,0,1,7,1,7,9,7,2,3,2,4c,740,0,1,1,1,0,1,1,1,1,47,2760,3,4,2017,2,21,35,0,2,4,1,3,SR-22,PINE ACRES DR,0,32.40650278,-87.04978056,0,8,0,0,2,2,0,1,3,1,0,1,0,0,99,99,21,45,88,88,0,0,0,1,0
1,10159,0,1,5,42,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,1,1,1,0,1,1,5,5,95,1500,9,4,2017,1,19,45,1,2,2,1,2,US-SR 1,NA,2919,34.30521111,-86.28792222,0,8,0,0,1,1,0,1,2,1,0,1,0,0,99,99,19,49,88,88,0,0,0,1,0
1,10160,0,1,5,43,1,0,0,0,760,0,1,7,2,7,4,7,1,3,2,3b,750,0,1,1,1,0,1,1,1,1,73,330,6,4,2017,5,21,10,1,2,3,1,3,SR-5,25TH ST,1250,33.40462778,-86.94013611,0,8,0,0,2,2,0,1,3,1,0,1,0,0,99,99,21,13,88,88,0,0,0,1,1
1,10165,0,1,5,56,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,1,1,1,0,1,1,1,1,125,3050,21,2,2017,3,17,55,0,2,4,4,6,E UNIVERSITY BLVD,NA,0,33.204475,-87.48911667,0,8,0,0,1,1,0,1,3,2,0,2,0,0,18,0,18,4,18,18,0,0,0,1,0
1,10179,0,1,5,61,1,0,0,0,150,0,3,7,3,7,8,7,8,8,8,8,100,0,1,1,1,0,1,1,1,1,87,0,28,2,2017,3,21,21,0,1,7,2,4,CR-ROGERS RD,NA,0,32.44912222,-85.49103889,0,8,0,0,1,1,0,1,2,10,0,10,0,0,88,88,88,88,88,88,0,0,0,1,0
1,10191,0,1,5,25,2,0,0,0,440,0,3,7,3,7,8,7,8,8,8,8,400,0,1,1,1,0,1,1,1,1,97,2100,4,5,2017,5,5,35,1,2,1,1,1,I-65,NA,11,30.64065,-88.118675,0,8,0,0,1,1,0,1,3,10,0,10,0,0,99,99,99,99,88,88,0,0,0,1,0
1,10208,0,1,5,32,2,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0,1,1,1,0,1,1,1,1,109,0,7,4,2017,6,21,55,0,1,4,1,3,SR-87,NA,524,31.65649444,-85.96417778,0,8,0,0,1,1,0,1,2,1,0,1,0,0,99,99,22,13,99,99,0,0,0,1,0
1,10221,0,1,5,49,1,0,0,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0,1,1,1,0,1,1,1,1,113,0,14,4,2017,6,23,17,0,1,4,1,3,SR-26,NA,145,32.29958611,-85.18144722,0,8,0,0,1,1,0,1,2,1,0,1,0,0,99,99,0,11,88,88,0,0,0,1,0
1,10226,0,1,5,36,1,0,0,0,690,0,2,7,9,7,9,7,9,8,8,99,990,0,1,1,1,0,1,1,1,1,73,2052,14,4,2017,6,3,22,0,2,5,4,6,WOODWARD RD,FAITH WAY,0,33.45254167,-86.92920556,0,8,0,0,3,3,0,1,3,1,0,1,0,0,99,99,3,35,99,99,0,0,0,1,0
1,10245,0,1,5,88,1,0,0,0,330,0,3,7,3,7,8,7,8,8,8,8,350,0,1,1,1,0,1,1,1,1,97,0,22,4,2017,7,8,20,0,1,4,1,3,SR-188,NA,21,30.4726,-88.33588611,0,8,0,0,1,1,0,1,1,1,0,1,0,0,8,20,8,28,88,88,0,0,0,1,0
1,10250,0,1,5,36,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,1,1,1,0,1,1,1,1,81,2340,24,4,2017,2,21,45,1,2,3,1,2,US-SR 1,NA,0,32.652325,-85.35559167,0,8,0,0,1,1,0,1,3,1,0,1,0,0,21,48,21,52,88,88,0,0,0,1,0
1,10253,0,1,5,70,1,1,0,0,760,0,2,7,3,7,2,7,3,3,2,4b,750,0,1,1,1,0,1,1,1,1,73,2960,27,4,2017,5,5,40,1,2,3,1,3,SR-79,COMMERCE CIRCLE,29,33.58404167,-86.77336944,0,8,0,0,3,2,0,1,3,2,0,2,0,0,99,99,5,49,88,88,0,0,0,1,0
1,10260,0,1,5,51,2,0,1,0,150,0,3,7,5,7,8,7,8,8,8,8,100,0,1,1,1,0,1,1,1,1,73,350,2,5,2017,3,16,50,0,2,7,4,6,2ND AVE S,NA,0,33.55263056,-86.73212222,0,38,0,0,1,1,0,4,1,1,0,1,0,0,17,32,17,32,99,99,0,0,0,1,0
1,10264,0,1,5,60,1,0,0,0,230,0,3,7,3,7,8,7,8,8,8,8,100,0,1,1,1,0,1,1,1,1,83,0,27,4,2017,5,0,25,1,1,1,1,1,I-65,NA,3386,34.6106,-86.8984,0,8,0,0,1,1,0,1,2,10,0,10,0,0,99,99,0,30,88,88,19,0,0,1,0
1,10268,0,1,5,32,1,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,1,1,1,0,1,1,1,1,117,530,30,5,2017,3,9,5,1,2,1,1,1,I-65,NA,2290,33.10310278,-86.74943611,0,8,0,0,1,1,0,1,1,10,0,10,0,0,9,8,9,15,99,99,0,0,0,1,0
1,10273,0,1,5,39,1,0,0,0,910,0,3,7,3,7,8,7,8,8,8,8,910,0,1,2,2,0,1,1,2,2,73,350,11,6,2017,1,3,55,1,2,1,1,1,I-59,NA,1296,33.54490833,-86.75980278,0,8,0,0,1,1,0,1,2,1,0,1,0,0,99,99,4,3,88,88,0,0,0,1,0
1,10277,0,1,5,67,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,1,1,1,0,1,1,1,1,125,2260,30,4,2017,1,19,59,1,2,3,1,2,US-SR 6,NA,461,33.24048611,-87.58115278,0,8,0,0,1,1,0,1,2,10,0,10,0,0,99,99,20,4,88,88,0,0,0,1,0
1,10289,0,1,5,75,2,0,0,0,330,0,3,7,3,7,8,7,8,8,8,8,350,0,1,1,1,0,1,1,1,1,43,9997,14,5,2017,1,9,30,0,1,7,4,6,SCWAIGER RD,NA,0,34.10829444,-86.86530278,0,8,0,0,1,1,0,1,1,1,0,1,0,0,99,99,14,55,88,88,0,0,0,1,0
1,10290,0,1,5,26,1,0,0,0,230,0,3,7,3,7,8,7,8,8,8,8,100,0,1,2,2,0,1,1,2,2,3,1493,14,5,2017,1,21,47,1,2,3,1,3,SR-59,NA,23,30.27897222,-87.68671111,0,12,6,0,1,1,0,1,3,1,0,1,0,0,99,99,22,0,88,88,19,0,0,1,1
1,10295,0,1,5,49,2,0,0,0,230,0,3,7,3,7,8,7,8,8,8,8,100,0,1,3,3,0,2,2,1,1,125,0,18,5,2017,5,7,39,0,2,3,1,3,SR-69,NA,1415,33.14271667,-87.543525,0,12,1,0,1,1,0,1,1,1,0,1,0,0,7,52,7,58,99,99,19,0,0,1,0
1,10295,0,2,5,76,2,0,0,0,230,0,3,7,3,7,8,7,8,8,8,8,100,0,1,3,3,0,2,2,1,1,125,0,18,5,2017,5,7,39,0,2,3,1,3,SR-69,NA,1415,33.14271667,-87.543525,0,12,1,0,1,1,0,1,1,1,0,1,0,0,7,52,7,58,99,99,19,0,0,1,0
1,10316,0,1,5,27,2,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0,1,2,2,0,1,1,3,3,95,1500,24,5,2017,4,23,17,1,2,3,1,2,US-SR 1,NA,3012,34.41599167,-86.26733056,0,8,0,0,1,1,0,1,2,2,0,2,0,0,99,99,23,24,88,88,0,0,0,1,0
1,10324,0,1,5,73,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,1,1,1,0,1,1,3,3,97,2100,29,5,2017,2,21,42,1,2,3,1,2,US-SR 98,NA,0,30.69246389,-88.07169167,0,8,0,0,1,1,0,1,3,10,0,10,0,0,99,99,22,2,99,99,0,0,0,1,0
1,10337,0,1,5,22,1,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0,1,1,1,0,1,1,1,1,69,930,5,6,2017,2,1,22,1,2,3,1,2,US-SR 12,NA,0,31.20693611,-85.352,0,8,0,0,1,1,0,1,2,10,0,10,0,0,99,99,1,35,88,88,0,0,0,1,0
1,10341,0,1,5,34,2,0,0,0,420,0,3,7,3,7,8,7,8,8,8,8,400,0,1,1,1,0,1,1,1,1,87,0,7,6,2017,4,22,50,0,1,4,1,2,US-SR 8,NA,1778,32.45011667,-85.63247222,0,8,0,0,1,1,0,1,2,1,0,1,0,0,99,99,23,0,88,88,0,0,0,1,0
1,10343,0,1,5,63,1,0,0,0,150,0,4,7,8,7,8,7,8,8,8,8,100,0,1,4,2,2,1,2,5,6,97,0,7,6,2017,4,14,40,1,2,3,1,2,US-SR 16,ARGYLE RD,92,30.50358056,-88.25395833,0,12,6,0,2,2,0,1,1,1,0,1,0,0,14,42,14,45,99,99,15,0,0,1,0
1,10345,0,1,5,69,1,0,1,0,150,0,4,7,8,7,8,7,8,8,8,8,100,0,1,2,2,0,1,1,2,2,73,350,7,6,2017,4,16,49,0,2,7,1,6,7TH ST W,NA,0,33.51234722,-86.84730556,0,12,1,0,1,1,0,1,1,1,0,1,0,0,16,50,16,54,17,15,0,0,0,1,0
1,10360,0,1,5,46,1,1,1,0,760,0,1,7,2,7,1,7,4,3,1,1a,750,0,1,1,1,0,1,1,1,1,125,3050,16,6,2017,6,22,9,0,2,4,4,6,JACK WARNER PKWY,GREENSBORO AVE,0,33.21224722,-87.57068333,0,8,0,0,2,2,0,1,3,10,0,10,0,0,99,99,22,14,99,99,0,0,0,1,0
1,10366,0,1,8,7,1,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,1,1,1,0,1,1,1,1,73,350,18,6,2017,1,16,30,0,2,7,4,6,66TH ST S,NA,0,33.54326111,-86.72635278,0,15,0,0,1,1,0,1,1,10,0,10,0,0,99,99,16,35,99,99,0,0,0,1,0
1,10372,0,1,5,80,1,1,1,0,760,0,2,7,3,7,2,7,1,3,2,4a,750,0,1,1,1,0,1,1,1,1,125,3050,20,6,2017,3,18,0,0,2,4,4,6,21ST AVE,UNIVERSITY BLVD,0,33.21097778,-87.56427778,0,8,0,0,3,2,0,1,1,10,0,10,0,0,18,2,18,5,18,18,0,0,0,1,0
1,10379,0,1,5,47,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,1,1,1,0,1,1,1,1,73,350,25,6,2017,1,3,54,1,2,3,1,3,SR-38,NA,0,99.9999,999.9999,0,8,0,0,1,1,0,1,2,10,0,10,0,0,3,55,4,2,88,88,0,0,0,1,0
1,10408,0,1,5,1,1,0,0,0,610,0,3,7,3,7,8,7,8,8,8,8,600,0,1,1,1,0,1,1,1,1,21,700,28,6,2017,4,22,39,0,2,7,2,4,CR-2ND AVE N,NA,0,32.83722778,-86.64316944,0,8,0,0,1,1,0,1,2,1,0,1,0,0,99,99,22,43,99,99,0,0,0,1,0
1,10417,0,1,5,62,1,0,0,0,230,0,3,7,3,7,8,7,8,8,8,8,100,0,1,2,2,0,1,1,1,1,73,350,13,7,2017,5,21,34,1,2,1,1,1,I-65,NA,2600,33.50863611,-86.81923611,0,12,6,0,1,1,1,1,3,1,0,1,0,0,99,99,21,40,88,88,23,0,0,1,0
1,10453,0,1,5,23,1,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0,1,1,1,0,1,1,1,1,117,0,30,7,2017,1,2,4,0,1,6,2,4,CR-JOINER TOWN RD,NA,0,33.20781389,-86.64952222,0,8,0,0,1,1,0,1,2,1,0,1,0,0,99,99,2,18,88,88,0,0,0,1,0
1,10459,0,1,5,50,2,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0,1,1,1,0,1,1,1,1,121,0,30,7,2017,1,2,30,1,1,3,1,3,SR-21,NA,2372,33.49102222,-86.01309722,0,8,0,0,1,1,0,1,2,1,0,1,0,0,99,99,3,35,88,88,0,0,0,1,0
1,10466,0,1,5,46,1,0,0,0,610,0,3,7,3,7,8,7,8,8,8,8,600,0,1,1,1,0,1,1,1,1,89,0,1,7,2017,7,23,5,0,2,5,2,4,CR-JEFF RD,NA,0,34.86891389,-86.71507778,0,8,0,0,1,1,0,1,2,1,0,1,0,0,23,3,23,11,88,88,0,0,0,1,0
1,10467,0,1,5,50,1,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,1,1,1,0,1,1,1,1,69,930,2,7,2017,1,20,1,0,2,3,1,3,SR-210,NA,25,31.216525,-85.43105278,0,8,0,0,8,1,0,1,5,1,0,1,0,0,20,3,20,6,20,21,0,0,0,1,0
1,10475,0,1,5,48,2,0,0,0,410,0,2,7,3,7,4,7,3,3,1,2a,400,0,1,1,1,0,1,1,2,2,97,0,6,7,2017,5,2,52,0,1,7,2,4,CR-27,CARMARY LANE,0,30.79982778,-88.25956389,0,8,0,0,3,3,0,1,2,10,0,10,0,0,99,99,2,59,88,88,0,0,0,1,0
1,10490,0,1,5,50,2,0,0,0,890,0,4,7,8,7,8,7,8,8,8,8,800,0,1,1,1,0,1,1,1,1,45,0,13,7,2017,5,18,40,0,1,4,1,3,SR-51,NA,196,31.56865278,-85.75278333,0,8,0,0,1,1,0,5,1,10,0,10,0,0,18,40,18,51,19,19,0,0,0,1,0
1,10491,0,1,5,59,1,0,0,0,230,0,3,7,3,7,8,7,8,8,8,8,100,0,1,1,1,0,2,2,1,1,117,530,14,7,2017,6,22,10,0,1,4,1,3,SR-25,NA,1246,33.14627778,-86.67423611,0,8,0,0,1,1,0,1,2,10,0,10,0,0,22,10,22,19,23,12,19,23,0,1,0
1,10491,0,2,5,27,1,0,0,0,230,0,3,7,3,7,8,7,8,8,8,8,100,0,1,1,1,0,2,2,1,1,117,530,14,7,2017,6,22,10,0,1,4,1,3,SR-25,NA,1246,33.14627778,-86.67423611,0,8,0,0,1,1,0,1,2,10,0,10,0,0,22,10,22,19,23,12,19,23,0,1,0
1,10508,0,1,5,37,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,1,1,1,0,1,1,2,2,15,100,26,7,2017,4,23,30,1,2,3,1,3,SR-1,NA,0,33.66183333,-85.82688611,0,8,0,0,1,1,0,1,3,1,0,1,0,0,99,99,23,37,99,99,0,0,0,1,0
1,10515,0,1,5,66,1,0,0,0,230,0,3,7,4,7,8,7,8,8,8,8,100,0,1,2,1,1,1,1,1,1,117,0,12,9,2017,3,19,30,1,2,1,1,1,I-65,NA,2322,33.152275,-86.76438611,0,8,0,0,1,1,0,2,2,10,0,10,0,0,99,99,19,33,88,88,23,0,0,1,0
1,10530,0,1,5,49,1,0,0,0,230,0,3,7,3,7,8,7,8,8,8,8,100,0,1,2,2,0,1,1,1,1,83,0,22,8,2017,3,1,15,1,2,3,1,2,US-SR 3,NA,3626,34.66037778,-86.95015833,0,12,1,0,1,1,0,1,2,1,0,1,0,0,88,88,88,88,88,88,23,0,0,1,0
1,10531,0,1,5,54,1,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,1,1,1,0,1,1,1,1,97,2100,22,8,2017,3,22,10,0,2,4,4,6,AZALEA RD,NA,0,30.66034444,-88.14931667,0,8,0,0,1,1,0,1,3,1,0,1,0,0,99,99,22,17,88,88,0,0,0,1,0
1,10536,0,1,5,90,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,1,1,1,0,1,1,1,1,93,0,25,8,2017,6,7,45,0,1,5,1,3,SR-253,NA,254,34.20181667,-87.85376667,0,8,0,0,1,1,0,1,1,1,0,1,0,0,99,99,8,3,88,88,0,0,0,1,0
1,10538,0,1,5,26,1,0,0,0,313,0,2,7,3,7,9,7,3,3,2,4d,600,0,1,1,1,0,1,1,2,2,101,2130,25,8,2017,6,3,37,0,2,7,4,6,N MARYLAND ST,GLENDALE AVE,0,32.38687222,-86.278075,0,8,0,0,3,3,0,1,3,1,0,1,0,0,99,99,3,43,88,88,0,0,0,1,1
1,10573,0,1,5,3,1,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,1,1,1,0,1,1,1,1,103,2814,19,9,2017,3,9,4,0,1,5,4,6,BLUFF CITY RD,NA,0,34.48262778,-86.79774444,0,8,0,0,1,1,0,1,1,1,0,1,0,0,99,99,9,13,99,99,0,0,0,1,0
1,10583,0,1,5,21,1,0,0,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0,1,1,1,0,1,1,2,2,99,0,23,9,2017,7,2,35,0,1,5,2,4,CR-27,NA,0,31.48141667,-87.36826111,0,8,0,0,1,1,0,1,2,1,0,1,0,0,99,99,2,50,88,88,0,0,0,1,0
1,10591,0,1,5,18,1,0,0,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0,1,1,1,0,1,1,1,1,55,0,28,8,2017,2,4,25,0,1,5,2,4,CR-DUCK SPRINGS RD,NA,0,34.05341389,-86.10799722,0,8,0,0,1,1,0,1,2,1,0,1,0,0,99,99,4,37,88,88,0,0,0,1,0
1,10592,0,1,5,18,1,0,0,0,440,0,3,7,3,7,8,7,8,8,8,8,400,0,1,1,1,0,1,1,1,1,55,2719,29,8,2017,3,0,12,0,2,3,1,3,SR-1,NA,2786,34.17340833,-86.14047222,0,8,0,0,1,1,0,1,2,1,0,1,0,0,99,99,0,21,99,99,0,0,0,1,0
1,10617,0,1,5,41,1,0,0,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0,1,1,1,0,1,1,1,1,47,0,30,9,2017,7,2,20,0,1,7,2,4,CR-TWENTY FOOT AVE,NA,0,32.37640556,-87.00445556,0,8,0,0,1,1,0,1,2,1,0,1,0,0,99,99,2,40,88,88,0,0,0,1,1
1,10619,0,1,5,53,1,0,1,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0,1,1,1,0,1,1,1,1,89,1730,30,9,2017,7,19,32,0,2,7,4,6,EVANGEL DR,NA,0,34.737475,-86.64136389,0,8,0,0,1,1,0,1,2,1,0,1,0,0,99,99,19,34,99,99,0,0,0,1,0
